section_data_set_database_id,gene_name,gene_acronym,gene_entrez id,gene_database id,probe_name,probe_database_id,energy_file_name,reference_space_database_id,reference_space_name,annotation_file_name,atlas_file_name,classifications
100072245,distal-less homeobox 2,Dlx2,13392,13171,RP_080912_04_E05,81188607,100072245_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100072173,roundabout homolog 2 (Drosophila),Robo2,268902,92611,RP_080623_01_D12,1001218,100072173_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100073404,dopamine beta hydroxylase,Dbh,13166,12946,RP_080916_03_G05,1002330,100073404_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process
100072192,bone morphogenetic protein 2,Bmp2,12156,11942,RP_080630_04_C02,81095225,100072192_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,TGF-beta signaling pathway
100074490,bone morphogenetic protein 6,Bmp6,12161,11947,RP_081030_02_E12,1003193,100074490_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,TGF-beta signaling pathway
100074475,glutaminase,Gls,14660,14436,RP_090205_01_B03,1003836,100074475_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100073408,clusterin,Clu,12759,12543,RP_080916_03_E05,1002306,100073408_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100073370,angiopoietin-like 7,Angptl7,654812,161133,RP_081002_01_C06,1002718,100073370_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100073376,HNF1 homeobox A,Hnf1a,21405,21166,RP_081002_01_B05,1002705,100073376_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100074997,integrin alpha 3,Itga3,16400,16173,RP_071206_04_F11,79693013,100074997_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074994,Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1,Cited1,12705,12489,RP_071206_04_G08,79693045,100074994_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor/TGF-beta signaling pathway
100074480,vasoactive intestinal polypeptide,Vip,22353,22110,RP_080916_03_C04,1002282,100074480_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074711,zinc finger protein 191,Zfp191,59057,37620,RP_071127_01_G08,79599155,100074711_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100074247,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B",Sema6b,20359,20122,RP_081002_02_G07,1002675,100074247_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100073391,corticotropin releasing hormone receptor 2,Crhr2,12922,12705,RP_080916_04_D05,1002389,100073391_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process/G-protein coupled receptor
100074727,zinc finger protein 207,Zfp207,22680,22437,RP_071126_02_E02,79538093,100074727_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074215,fibroblast growth factor 9,Fgf9,14180,13957,RP_081002_02_C04,1002624,100074215_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/MAPKKK cascade/FGF signaling pathway
100074246,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",Sema4d,20354,20117,RP_081002_02_G06,1002674,100074246_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100074504,colony stimulating factor 1 (macrophage),Csf1,12977,12760,RP_081216_05_H04,1003690,100074504_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074469,R-spondin homolog (Xenopus laevis),Rspo1,192199,82848,RP_090205_01_C04,1003843,100074469_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100073398,"hyperpolarization-activated, cyclic nucleotide-gated K+ 1",Hcn1,15165,14941,RP_080916_04_A11,1002360,100073398_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Ion channel activity/Potassium channel/Ligand-gated ion channel activity/Cyclic nucleotide-gated ion channel
100072175,glucagon-like peptide 1 receptor,Glp1r,14652,14428,RP_080624_02_E05,1001694,100072175_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process/G-protein coupled receptor
100074198,axin 1,Axin1,12005,11791,RP_081002_02_A02,1002598,100074198_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Wnt signaling pathway
100072219,v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian),Erbb3,13867,13645,RP_080630_04_C08,81095245,100072219_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Cadherin signaling pathway/EGF receptor signaling pathway
100074509,saccharopine dehydrogenase (putative),Sccpdh,109232,73391,RP_081204_02_B02,1003359,100074509_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074185,macrophage stimulating 1 receptor (c-met-related tyrosine kinase),Mst1r,19882,19645,RP_081002_02_F02,1002658,100074185_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100074478,fibroblast growth factor 20,Fgf20,80857,56628,RP_090205_01_A10,1003833,100074478_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/MAPKKK cascade/FGF signaling pathway
100074232,nerve growth factor,Ngf,18049,17816,RP_081030_01_A04,1003210,100074232_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100074691,"scavenger receptor class B, member 1",Scarb1,20778,20540,RP_071127_04_G01,79600219,100074691_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074193,phosphodiesterase 11A,Pde11a,241489,88851,RP_081002_02_F09,1002665,100074193_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process
100074245,"R-spondin family, member 4",Rspo4,228770,86769,RP_081002_02_G05,1002673,100074245_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100072204,inhibin beta-B,Inhbb,16324,16097,RP_080701_01_C12,81095633,100072204_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,TGF-beta signaling pathway
100074255,wingless-related MMTV integration site 4,Wnt4,22417,22174,RP_081002_02_H02,1002682,100074255_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074502,arginine vasopressin receptor 2,Avpr2,12000,11786,RP_090205_01_A05,1003830,100074502_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process/G-protein coupled receptor/Calcium-mediated signaling
100074474,insulin-like growth factor binding protein 7,Igfbp7,29817,29552,RP_090205_01_B05,1003837,100074474_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100073401,tachykinin receptor 3,Tacr3,21338,21099,RP_080916_03_G09,1002334,100073401_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Stress response/Neurological system process/G-protein coupled receptor
100074229,hairy/enhancer-of-split related with YRPW motif-like,Heyl,56198,35481,RP_081002_02_D11,1002643,100074229_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Transcription factor/Notch signaling pathway
100072261,claudin 11,Cldn11,18417,18184,RP_080912_01_C03,81187459,100072261_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074250,pro-opiomelanocortin-alpha,Pomc,18976,18739,RP_080916_01_F10,1002479,100074250_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process
100074267,wingless related MMTV integration site 2b,Wnt2b,22414,22171,RP_081002_02_H01,1002681,100074267_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Alzheimer disease presenilin pathway/Wnt signaling pathway/Cadherin signaling pathway
100074942,Rho-associated coiled-coil containing protein kinase 2,Rock2,19878,19641,RP_081016_03_B04,1002738,100074942_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Inflammation mediated by chemokine and cytokine signaling pathway
100074510,paternally expressed 10,Peg10,170676,81989,RP_080623_04_F01,1001516,100074510_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100072183,leucine-rich repeat kinase 2,Lrrk2,66725,42568,RP_080623_04_E09,1001512,100072183_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Stress response/MAPKKK cascade/NF-kappaB Cascade
100074943,"potassium voltage gated channel, Shaw-related subfamily, member 2",Kcnc2,268345,92471,RP_080619_02_E06,1000940,100074943_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process/Ion channel activity/Potassium channel
100072184,fragile X mental retardation syndrome 1 homolog,Fmr1,14265,14042,RP_080624_02_G06,1001719,100072184_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100072193,"neurofilament, heavy polypeptide",Nefh,380684,119884,RP_080701_01_A08,81095525,100072193_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074700,metal response element binding transcription factor 1,Mtf1,17764,17531,RP_071127_02_F01,79599455,100074700_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100074275,"potassium inwardly-rectifying channel, subfamily J, member 12",Kcnj12,16515,16288,RP_081030_02_C03,1003160,100074275_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process/Ion channel activity/Potassium channel
100072240,vesicle amine transport protein 1 homolog (T californica),Vat1,26949,26694,RP_080701_02_F01,81096085,100072240_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Huntington disease
100074714,"basic helix-loop-helix family, member e40",Bhlhe40,20893,20655,RP_071126_04_G08,79537829,100074714_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Transcription factor
100074493,H6 homeobox 3,Hmx3,15373,15148,RP_081030_02_E01,1003182,100074493_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100074695,retinoid X receptor beta,Rxrb,20182,19945,RP_071127_03_F01,79599807,100074695_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process/Transcription factor
100074511,peripherin,Prph,19132,18895,RP_080215_04_B03,80656149,100074511_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100075002,brevican,Bcan,12032,11818,RP_071206_03_H11,79692725,100075002_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100074953,fibroblast growth factor 4,Fgf4,14175,13952,RP_080616_04_D04,81008959,100074953_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/MAPKKK cascade/FGF signaling pathway
100072243,insulin-like growth factor 1,Igf1,16000,15773,RP_080912_01_D03,81187507,100072243_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100072171,"SPEN homolog, transcriptional regulator (Drosophila)",Spen,56381,35661,RP_080624_02_F01,1001702,100072171_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074189,plexin B1,Plxnb1,235611,88096,RP_081002_02_F11,1002667,100074189_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100074965,"transcription factor AP-2, gamma",Tfap2c,21420,21181,RP_071203_02_H09,79693885,100074965_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100074479,corticotropin releasing hormone receptor 1,Crhr1,12921,12704,RP_090205_01_A08,1003832,100074479_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process/G-protein coupled receptor
100074485,neurexophilin 4,Nxph4,104080,68246,RP_081030_02_F09,1003202,100074485_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process
100074713,vitamin D receptor,Vdr,22337,22094,RP_071126_04_H08,79537877,100074713_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Stress response/Transcription factor
100073395,melanocortin 4 receptor,Mc4r,17202,16971,RP_080916_04_C08,1002380,100073395_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process/G-protein coupled receptor
100074231,relaxin 1,Rln1,19773,19536,RP_081002_02_G02,1002670,100074231_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074259,transcription factor 3,Tcf3,21423,21184,RP_071203_02_H04,79693865,100074259_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Transcription factor
100072252,zinc finger protein of the cerebellum 5,Zic5,65100,41618,RP_080807_04_H10,81026540,100072252_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Transcription factor
100074199,"regulatory associated protein of MTOR, complex 1",Rptor,74370,50211,RP_081002_02_A03,1002599,100074199_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074192,"nuclear receptor subfamily 3, group C, member 1",Nr3c1,14815,14591,RP_081002_02_F06,1002662,100074192_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process/Transcription factor
100072198,angiopoietin-like 4,Angptl4,57875,37146,RP_080623_02_B07,1001285,100072198_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100074686,poliovirus receptor-related 4,Pvrl4,71740,47581,RP_071128_02_B07,79600759,100074686_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074952,carbohydrate sulfotransferase 2,Chst2,54371,33662,RP_080617_01_A02,1000042,100074952_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074226,hairy and enhancer of split 1 (Drosophila),Hes1,15205,14981,RP_081002_02_D08,1002640,100074226_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Transcription factor/Notch signaling pathway
100074472,MARCKS-like 1,Marcksl1,17357,17125,RP_090205_01_B09,1003839,100074472_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Calcium-mediated signaling
100074223,"glutamate receptor, metabotropic 3",Grm3,108069,72231,RP_081002_02_D05,1002637,100074223_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process/G-protein coupled receptor
100074487,fibroblast growth factor receptor 2,Fgfr2,14183,13960,RP_081030_02_F04,1003197,100074487_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/FGF signaling pathway
100074271,deltex 2 homolog (Drosophila),Dtx2,74198,50039,RP_081016_01_B11,1003002,100074271_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Transcription factor
100074273,fibroblast growth factor receptor-like 1,Fgfrl1,116701,78019,RP_081030_01_B02,1003220,100074273_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,MAPKKK cascade
100074706,myocyte enhancer factor 2D,Mef2d,17261,17030,RP_071127_02_B01,79599267,100074706_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100073407,"glutamate receptor, ionotropic, NMDA3B",Grin3b,170483,81804,RP_080916_03_E09,1002310,100073407_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process/Ion channel activity/Ligand-gated ion channel activity/Huntington disease
100074260,tyrosine kinase with immunoglobulin-like and EGF-like domains 1,Tie1,21846,21605,RP_080215_03_B01,80655761,100074260_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100074274,"glycine receptor, beta subunit",Glrb,14658,14434,RP_081030_01_B08,1003226,100074274_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Neurological system process/Ion channel activity/GABA receptor/Ligand-gated ion channel activity
100074188,plexin A3,Plxna3,18846,18610,RP_081002_02_F10,1002666,100074188_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100074183,5-hydroxytryptamine (serotonin) receptor 1D,Htr1d,15552,15327,RP_081002_02_E02,1002646,100074183_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process/G-protein coupled receptor
100074976,zinc finger protein 189,Zfp189,230162,87008,RP_071128_02_C10,79600819,100074976_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100073375,vascular endothelial growth factor C,Vegfc,22341,22098,RP_081002_01_B06,1002706,100073375_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074276,"solute carrier family 12, member 2",Slc12a2,20496,20258,RP_081030_02_C07,1003164,100074276_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074476,gastrulation brain homeobox 1,Gbx1,231044,87178,RP_090205_01_B01,1003835,100074476_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Transcription factor
100074505,beta-transducin repeat containing protein,Btrc,12234,12019,RP_081216_05_H02,1003688,100074505_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Parkinson disease/Wnt signaling pathway/Hedgehog signaling pathway
100074984,tripartite motif-containing 28,Trim28,21849,21608,RP_071211_03_A06,79720710,100074984_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100074998,protocadherin beta 4,Pcdhb4,93875,60524,RP_071206_04_F04,79692985,100074998_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/G-protein coupled receptor/Wnt signaling pathway/Cadherin signaling pathway
100074233,somatostatin,Sst,20604,20366,RP_081030_01_A05,1003211,100074233_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process
100072180,-,LOC546316,546316,143363,RP_080619_04_B05,1001093,100072180_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074689,cAMP responsive element binding protein 3-like 1,Creb3l1,26427,26175,RP_071128_01_F06,79600571,100074689_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Stress response/Neurological system process/Transcription factor
100072230,trans-acting transcription factor 8,Sp8,320145,107080,RP_080701_02_A11,81095901,100072230_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor/Huntington disease
100072269,tachykinin receptor 1,Tacr1,21336,21097,RP_080916_01_E10,1002469,100072269_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Stress response/Neurological system process/G-protein coupled receptor
100072209,insulin-like growth factor binding protein 3,Igfbp3,16009,15782,RP_080623_04_A03,1001459,100072209_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100073392,wingless-related MMTV integration site 11,Wnt11,22411,22168,RP_080916_04_D01,1002385,100073392_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Alzheimer disease presenilin pathway/Wnt signaling pathway/Cadherin signaling pathway
100074722,"LAG1 homolog, ceramide synthase 4",Lass4,67260,43103,RP_071126_03_E04,79537333,100074722_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074269,wingless-type MMTV integration site 9B,Wnt9b,22412,22169,RP_081002_02_H05,1002685,100074269_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Alzheimer disease presenilin pathway/Wnt signaling pathway/Cadherin signaling pathway
100074969,trans-acting transcription factor 3,Sp3,20687,20449,RP_071128_03_G05,79601347,100074969_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100074238,angiopoietin-like 6,Angptl6,70726,46567,RP_081030_01_B07,1003225,100074238_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100074508,oxytocin,Oxt,18429,18196,RP_081204_02_B03,1003360,100074508_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074993,doublesex and mab-3 related transcription factor 3,Dmrt3,240590,88733,RP_071211_01_A05,79707878,100074993_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100072218,anti-Mullerian hormone type 2 receptor,Amhr2,110542,74698,RP_080630_03_H07,81095105,100072218_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,TGF-beta signaling pathway
100072172,adenylate cyclase 1,Adcy1,432530,129123,RP_080619_03_B09,1001003,100072172_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074692,Jun oncogene,Jun,16476,16249,RP_071127_04_E08,79600151,100074692_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor/TGF-beta signaling pathway/Huntington disease/MAPKKK cascade/Inflammation mediated by chemokine and cytokine signaling pathway/PDGF signaling pathway/Oxidative stress response
100074277,growth differentiation factor 2,Gdf2,12165,11951,RP_081030_02_C12,1003169,100074277_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,TGF-beta signaling pathway
100074266,"transcription factor 7 like 1 (T cell specific, HMG box)",Tcf7l1,21415,21176,RP_081002_02_G10,1002678,100074266_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Alzheimer disease presenilin pathway/Wnt signaling pathway/Cadherin signaling pathway
100072191,"sodium channel, type IV, beta",Scn4b,399548,124782,RP_080630_02_B03,81094429,100072191_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Ion channel activity/Sodium channel
100073414,G protein-coupled receptor 101,Gpr101,245424,89374,RP_080916_03_B03,1002270,100073414_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process/G-protein coupled receptor/Calcium-mediated signaling
100074958,"gene model 1441, (NCBI)",Gm1441,384670,121534,RP_080610_03_C10,81007071,100074958_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100073397,prepronociceptin,Pnoc,18155,17922,RP_080916_04_B07,1002367,100073397_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Neurological system process
100074712,"TSC22 domain family, member 4",Tsc22d4,78829,54669,RP_071127_01_G01,79599131,100074712_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100074944,plexin B2,Plxnb2,140570,79944,RP_080619_02_C01,1000911,100074944_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100072197,"mannoside acetylglucosaminyltransferase 5, isoenzyme B",Mgat5b,268510,92513,RP_080623_01_D04,1001210,100072197_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074506,amphiregulin,Areg,11839,11626,RP_081216_05_H01,1003687,100074506_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,EGF receptor signaling pathway
100073394,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B",Sema3b,20347,20110,RP_080916_04_C09,1002381,100073394_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100074707,heat shock factor 1,Hsf1,15499,15274,RP_071127_01_H09,79599207,100074707_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Stress response/Transcription factor
100074254,sex hormone binding globulin,Shbg,20415,20178,RP_081002_02_G09,1002677,100074254_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074210,ephrin A5,Efna5,13640,13418,RP_081002_02_B09,1002617,100074210_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development
100074507,fibroblast growth factor 17,Fgf17,14171,13948,RP_081204_02_B04,1003361,100074507_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/MAPKKK cascade/FGF signaling pathway
100074213,fibroblast growth factor 2,Fgf2,14173,13950,RP_081002_02_B12,1002620,100074213_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/MAPKKK cascade/FGF signaling pathway
100074239,MAD homolog 9 (Drosophila),Smad9,55994,35279,RP_081030_02_C05,1003162,100074239_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor/TGF-beta signaling pathway/Wnt signaling pathway
100075003,"v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)",Mycl1,16918,16688,RP_071206_03_H03,79692693,100075003_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor/Wnt signaling pathway
100074205,dishevelled associated activator of morphogenesis 1,Daam1,208846,84026,RP_081002_02_B03,1002611,100074205_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074971,sine oculis-related homeobox 1 homolog (Drosophila),Six1,20471,20233,RP_071128_03_A08,79601091,100074971_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100074973,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon",Nfkbie,18037,17804,RP_071128_02_G09,79600999,100074973_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Inflammation mediated by chemokine and cytokine signaling pathway
100074240,fibroblast growth factor 16,Fgf16,80903,56673,RP_081030_02_D05,1003174,100074240_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/MAPKKK cascade/FGF signaling pathway
100074235,deltex 1 homolog (Drosophila),Dtx1,14357,14133,RP_081030_01_A10,1003216,100074235_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Transcription factor
100072250,inhibitor of DNA binding 4,Id4,15904,15677,RP_080702_02_A04,81097309,100072250_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100074203,circadian locomotor output cycles kaput,Clock,12753,12537,RP_081002_02_A11,1002607,100074203_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100074708,"E26 avian leukemia oncogene 1, 5' domain",Ets1,23871,23624,RP_071127_01_H08,79599203,100074708_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor/MAPKKK cascade/PDGF signaling pathway
100074981,even skipped homeotic gene 2 homolog,Evx2,14029,13806,RP_071211_03_G12,79721022,100074981_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Nervous system development/Transcription factor
100073400,tyrosine hydroxylase,Th,21823,21582,RP_080916_04_A03,1002352,100073400_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Parkinson disease
100072203,bone morphogenetic protein 10,Bmp10,12154,11940,RP_080630_04_C01,81095221,100072203_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,TGF-beta signaling pathway
100074951,tuberous sclerosis 2,Tsc2,22084,21841,RP_080617_01_D04,1000080,100074951_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074206,dopa decarboxylase,Ddc,13195,12975,RP_081002_02_B04,1002612,100074206_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
100074974,"TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor",Taf13,99730,63900,RP_071128_02_F10,79600959,100074974_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Transcription factor
100072182,anterior pharynx defective 1b homolog (C. elegans),Aph1b,208117,83933,RP_080623_01_E09,1001227,100072182_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,Alzheimer disease presenilin pathway/Alzheimer disease amyloid secretase pathway/Notch signaling pathway
100074992,thrombospondin 3,Thbs3,21827,21586,RP_071211_01_A06,79707882,100074992_energy.mhd,6,P4 Brain,6_annotation.mhd,6_atlas.mhd,
